Resource Type,Resource Name,Subject/Criteria,Age Group,Grades,Organizer,Organizer Location,Eligibility,Brief Description,Link to Resource,Minimum Grade,Maximum Grade,Organizer Country,Area,Broad Area ,RESOURCE CATEGORY,SNO.
Extracurricular,Debate Camp Canada,"Public Speaking, Debate",9-16,4-10,Debate camps/Online,BC camps and online,Summer,"Debate Camp Canada offers public speaking and debate programs for students, with both in-person camps and online options.",https://www.debatecamp.com/,4,10,Canada,Humanities,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",154
Extracurricular,FIRST Robotics Canada,STEM,5-18,K-12,Robotics competition venues,Various BC locations,Year-Round,"FIRST Robotics Canada hosts year-round robotics competitions, fostering STEM skills and team collaboration. Financial aid is available.",https://www.firstroboticscanada.org/,0,12,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",155
Club,Girl Guides of Canada,"Sports, Adventure",5-18,K-12,Community centers,Various BC locations,Weekly,"Girl Guides of Canada offers weekly meetings with a focus on adventure, leadership, and community involvement for girls aged 5-18. Financial aid is available.",https://www.girlguides.ca/,0,12,Canada,Sports,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",156
Volunteer Opportunity,Heritage Vancouver Society,"Cultural Education, Heritage",14-18,9-12,Heritage Vancouver sites,Vancouver,Year-Round,"Heritage Vancouver Society provides volunteer opportunities for teens interested in cultural and heritage projects in Vancouver, free of charge.",https://heritagevancouver.org/get-involved/volunteer/,9,12,Canada,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",157
Extracurricular,Karate BC,Sports & Fitness,5-18,K-12,Martial arts centers,Various BC locations,Weekly,"Karate BC offers martial arts classes for young people across various BC locations, promoting physical fitness and discipline.",https://www.karatebc.org/,0,12,Canada,Sports,"Sports & Adventure- Sports, Outdoor Education, Adventure Programs","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",158
Extracurricular,Kids Code Jeunesse,STEM,5-22,K-12,Kids Code Jeunesse,Online,Year-Round,"Kids Code Jeunesse provides free coding education and resources online, supporting STEM learning for ages 8-17.",https://kidscodejeunesse.org/,0,12,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",159
Extracurricular,"Math Enrichment Programs (Math Potentials, AoPS)",Mathematics,5-18,K-12,"Math tutoring centers, Online (AoPS)",Various BC locations,Year-Round,"Math Enrichment Programs, including Math Potentials and AoPS, offer academic tutoring and math problem-solving programs both in-person and online, available year-round.","https://mathpotentials.com/, https://artofproblemsolving.com/",0,12,Canada,STEM,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,160
Extracurricular,Minecraft Education Edition,STEM,7-17,2-12,Minecraft Education,Online,Online,"Minecraft Education Edition provides a weekly STEM-focused virtual learning platform for students, enabling collaborative and interactive STEM activities.",https://education.minecraft.net/,0,12,Online,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",161
Club,Model United Nations (Model UN),"Community Engagement, Leadership",13-18,8-12,"Vancouver Model UN, BC High School Model UN",Vancouver and Global,"Schools, Zoom","Model United Nations clubs offer year-round leadership and public speaking experiences for students, including virtual events and local schools.","https://vmun.com/, https://www.bcmun.org/",8,12,Canada,Humanities,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",162
Volunteer Opportunity,Museum of Vancouver Youth Volunteers,"Cultural Education, Heritage",15-18,9-12,Museum of Vancouver,Vancouver,Museum of Vancouver,Museum of Vancouver Youth Volunteers provides year-round volunteer opportunities focused on cultural and heritage activities for teens.,https://museumofvancouver.ca/volunteer,9,12,Canada,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",163
Extracurricular,Outward Bound Canada,Outdoor Education,12-18,7-12,Outward Bound Canada,BC Wilderness,Wilderness areas,"Outward Bound Canada offers outdoor adventure programs in BC wilderness areas, fostering leadership and survival skills in youth.",https://www.outwardbound.ca/,7,12,Canada,Outdoor Activities,"Sports & Adventure- Sports, Outdoor Education, Adventure Programs","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",164
Volunteer Opportunity,Pacific Salmon Foundation (Streamkeepers Program),"Animal Care, Environmental Conservation",12-18,7-12,Pacific Salmon Foundation,Various BC locations,Streamkeeper locations,Pacific Salmon Foundation's Streamkeepers Program engages youth in conservation and animal care activities across various locations in BC.,https://www.psf.ca/what-we-do/community-salmon-program/streamkeepers,7,12,Canada,Environmental Conservation,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving; Environmental & Natural Sciences- Environmental Science, Ecology, Nature Studies, Agriculture","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",165
Extracurricular,Parkour Vancouver,Sports & Fitness,7-18,2-12,Parkour Vancouver,Vancouver,Parkour centers,"Parkour Vancouver offers weekly fitness and parkour training sessions for youth, focusing on physical fitness and agility.",https://www.parkourgenerations.com/vancouver,2,12,Canada,Sports,"Sports & Adventure- Sports, Outdoor Education, Adventure Programs","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",166
Club,Rotary Interact Club,"Community Engagement, Leadership",12-18,7-12,Rotary Interact,Various BC schools,Various schools,Rotary Interact Club provides year-round opportunities for students to engage in community service and develop leadership skills.,https://www.rotary.org/en/get-involved/interact-clubs,7,12,Canada,Leadership,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",167
Extracurricular,Science Fair Foundation BC (SFFBC),STEM,5-18,K-12,Science Fair Foundation BC,Various BC locations,Science Fair Foundation BC,"Science Fair Foundation BC hosts science fairs and STEM activities year-round, encouraging innovation and scientific exploration.",https://sciencefairs.ca/,0,12,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",168
Extracurricular,Science World,STEM,5-18,K-12,Science World,Vancouver,"Science World, Zoom",Science World offers STEM exhibits and learning opportunities both in-person at their Vancouver location and virtually through Zoom.,https://www.scienceworld.ca/,0,12,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",169
Volunteer Opportunity,Science World Youth Volunteers,"Leadership, Cultural Education",14-18,8-12,Science World,Vancouver,Science World,Science World Youth Volunteers offers year-round volunteering opportunities focused on library and educational support for teens.,https://www.scienceworld.ca/volunteer/,8,12,Canada,Education,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",170
Club,Scouts Canada,"Sports, Adventure",5-18,K-12,Scouts Canada,Various BC locations,Open to all,"Offers youth programs focusing on outdoor adventures, leadership, and community service.",https://www.scouts.ca/,0,12,Canada,Sports & Adventure,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",171
Club,Scratch Coding Clubs,"Technology, Digital Media",7-14,2-8,ARTex Coding Society,Vancouver,Open to all,"Provides free coding lessons in Scratch, teaching youth to create games and animations.",https://www.artexsociety.com/scratch,2,8,Canada,Technology & Digital Media,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",172
Extracurricular,Soccer BC,Sports & Fitness,5-18,K-12,BC Soccer Association,Various BC locations,Open to all,"Governs soccer activities in BC, offering programs and leagues for various age groups.",https://www.bcsoccer.net/,0,12,Canada,Sports & Fitness,"Sports & Adventure- Sports, Outdoor Education, Adventure Programs","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",173
Club,Spanish Clubs at Local Libraries,"Language, Cultural Education",5-18,K-12,Vancouver Public Library,Vancouver,Open to all,Hosts Spanish language clubs to promote cultural exchange and language learning.,https://www.vpl.ca/,0,12,Canada,Language & Cultural,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",174
Extracurricular,Spanish Cultural Center,"Language, Cultural Education",5-18,K-12,Spanish Cultural Center Vancouver,Vancouver,Open to all,Offers programs to promote Spanish language and culture through classes and events.,https://www.centroculturalhispano.com/,0,12,Canada,Language & Cultural,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",175
Volunteer Opportunity,Stanley Park Ecology Society,"Animal Care, Environmental Conservation",14-18,9-12,Stanley Park Ecology Society,Vancouver,14+,Provides volunteer opportunities focused on environmental conservation and education in Stanley Park.,https://stanleyparkecology.ca/,9,12,Canada,Environmental Conservation,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving; Environmental & Natural Sciences- Environmental Science, Ecology, Nature Studies, Agriculture","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",176
Extracurricular,Stanley Park Ecology Society (SPES),Outdoor Education,10-18,5-12,Stanley Park Ecology Society,Vancouver,Open to all,Offers educational programs and activities related to ecology and environmental stewardship.,https://stanleyparkecology.ca/,5,12,Canada,Environmental Education,"Sports & Adventure- Sports, Outdoor Education, Adventure Programs","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",177
Extracurricular,STEM Learning Lab,STEM,6-18,1-12,STEM Learning Lab,"Vancouver, Richmond",Open to all,Provides STEM-focused workshops and courses to inspire innovation and critical thinking among youth.,https://stemlearninglab.com/,1,12,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",178
Volunteer Opportunity,Surrey Public Library Volunteer Programs,"Leadership, Cultural Education",14-18,9-12,Surrey Public Library,Surrey,14+,"Offers volunteer opportunities in various library programs, fostering community engagement and literacy.",https://www.surreylibraries.ca/,9,12,Canada,Libraries & Education,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",179
Volunteer Opportunity,Surrey Youth Leadership Council,"Community Engagement, Leadership",14-18,9-12,City of Surrey,Surrey,14-18,Engages youth in leadership development and community service projects within Surrey.,https://www.surrey.ca/activities-parks-recreation/youth/youth-leadership,9,12,Canada,Community & Leadership,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",180
Club,Tennis BC Clubs,Sports & Fitness,5-18,k-12,Tennis BC,"Vancouver, Richmond, other BC locations",All ages,Tennis clubs offering weekly sessions for various skill levels in different locations in BC.,https://www.tennisbc.org/,0,12,Canada,Sports,"Sports & Adventure- Sports, Outdoor Education, Adventure Programs","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",181
Volunteer Opportunity,The Salvation Army,Community Engagement,12-18,7-12,The Salvation Army,Various BC locations,13 and up,Volunteer opportunities across various locations with Salvation Army centers.,https://salvationarmy.ca/britishcolumbia/volunteer/,7,12,Canada,Community Service,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",182
Club,Toastmasters Youth Leadership Program,"Public Speaking, Debate",13-18,8-12,Toastmasters International,Local clubs across BC,13-18,Youth program for public speaking and leadership skills development.,https://www.toastmasters.org/education/youth-leadership-program,8,12,Canada,Public Speaking,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",183
Extracurricular,Track & Field BC,Sports & Fitness,5-18,k-12,Track & Field BC,Various BC locations,All ages,"Track and field clubs for all ages, offering weekly sessions.",https://www.bcathletics.org/,0,12,Canada,Sports,"Sports & Adventure- Sports, Outdoor Education, Adventure Programs","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",184
Volunteer Opportunity,United Way Lower Mainland Youth Council,Community Engagement,14-18,9-12,United Way Lower Mainland,Vancouver and surrounding areas,14 and up,Youth council for civic engagement in the community.,https://www.uwlm.ca/get-involved/youth-programs/,9,12,Canada,Community Service,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",185
Volunteer Opportunity,Vancouver Aquarium Volunteer Programs,"Animal Care, Environmental Conservation",14-18,9-12,Vancouver Aquarium,Vancouver,14 and up,Volunteer programs at the Vancouver Aquarium focused on animal care and conservation.,https://www.vanaqua.org/join/hands-on/volunteer,9,12,Canada,Environmental Conservation,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving; Environmental & Natural Sciences- Environmental Science, Ecology, Nature Studies, Agriculture","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",186
Volunteer Opportunity,Vancouver Art Gallery Youth Docents,"Cultural Education, Heritage",15-18,10-12,Vancouver Art Gallery,Vancouver,15 and up,Volunteer opportunity as youth docents at the Vancouver Art Gallery.,https://www.vanartgallery.bc.ca/volunteer,10,12,Canada,Cultural Heritage,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",187
Club,Vancouver Debate Academy,"Public Speaking, Debate",11-18,6-12,Vancouver Debate Academy,Vancouver,11-18,Debate academy offering in-person and online sessions for youth.,https://vancouverdebateacademy.com/,6,12,Canada,Public Speaking,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",188
Club,Vancouver Hack Space (VHS),"Technology, Digital Media",12-18,7-12,Vancouver Hack Space,Vancouver,12-18,Hack space offering a membership-based community for youth interested in tech.,https://vanhack.ca/,7,12,Canada,Technology,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",189
Club,Vancouver Japanese Language School and Japanese Hall,"Language, Cultural Education",5-18,k-12,Vancouver Japanese Language School,Vancouver,All ages,Japanese language and cultural school with year-round sessions.,https://vjls-jh.com/,0,12,Canada,Cultural,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",190
Club,Vancouver Parkour Club,Sports & Fitness,7-18,2-12,Vancouver Parkour Club,Vancouver,Parkour centers,A club for parkour enthusiasts with regular in-person training sessions in Vancouver.,https://www.parkourgenerations.com/vancouver,2,12,Canada,Sports,"Sports & Adventure- Sports, Outdoor Education, Adventure Programs","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",191
Volunteer Opportunity,Vancouver Public Library Teen Advisory Group (TAG),"Leadership, Cultural Education",13-18,8-18,Vancouver Public Library,Vancouver,Vancouver Public Library,A volunteer opportunity for teens to get involved with library activities and advisory roles.,https://www.vpl.ca/teens/get-involved,8,12,Canada,Community Service,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",192
Extracurricular,Vancouver Symphony Orchestra School of Music,"Arts, Music",5-18,k-12,Vancouver Symphony Orchestra,Vancouver,Vancouver Symphony Orchestra,"Offers music lessons for all ages, both in-person and online.",https://www.vsoschoolofmusic.ca/,0,12,Canada,Arts & Music,"Arts- Visual Arts, Performing Arts, Music","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",193
Club,Vancouver Youth Choir,"Arts, Music",8-18,3-12,Vancouver Youth Choir,Vancouver,Vancouver Youth Choir,"A choir for young singers, offering year-round practice and performance opportunities. Financial aid is available.",https://www.vancouveryouthchoir.com/,3,12,Canada,Arts & Music,"Arts- Visual Arts, Performing Arts, Music","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",194
Volunteer Opportunity,WE Volunteer Now,Community Engagement,5-18,k-12,WE Volunteer Now,Local and Global,Online and In-person,"Provides opportunities for volunteering both locally and globally, with flexible participation options.",https://www.we.org/en-CA/our-work/we-schools/we-volunteer-now,0,12,Canada,Community Service,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",195
Extracurricular,YMCA Swimming Programs,Sports & Fitness,5-18,k-12,YMCA,Various YMCA locations,YMCA centers,Offers swimming lessons for all age groups at various YMCA centers.,https://www.gv.ymca.ca/swimming-lessons,0,12,Canada,Sports & Fitness,"Sports & Adventure- Sports, Outdoor Education, Adventure Programs","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",196
Extracurricular,YMCA Youth Leadership,"Leadership, Civic Engagement",12-18,7-12,YMCA,Local YMCA Branches,YMCA Locations,"A leadership program for youth offered by YMCA, with subsidies available for those in need.",https://www.gv.ymca.ca/youth-leadership,7,12,Canada,Leadership,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",197
Volunteer Opportunity,Youth Volunteer Corps (YVC),Community Engagement,11-18,6-12,Youth Volunteer Corps,"Vancouver, Richmond",Community centers,A volunteer program offering community service opportunities for youth.,https://www.yvc.org/,6,12,Canada,Community Service,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",198
Club,Young Shakespeare Club,"Arts, Music",8-18,3-12,Bard on the Beach,Vancouver,"Open to ages 8-18, interested in learning Shakespeare and performance skills.","An interactive program designed for youth to explore Shakespearean plays and learn acting techniques under the guidance of professional actors and directors. Participants perform scenes from Shakespeare, developing confidence and communication skills.",https://bardonthebeach.org/education/,3,12,Canada,Humanities,"Arts- Visual Arts, Performing Arts, Music","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",199
Workshop,Indigenous Language and Culture Workshops,"Cultural Education, Heritage",5-18,K-12,"First Nations House of Learning, UBC","Vancouver, BC",Open to all,"Offers workshops and programs to promote Indigenous languages and cultures, fostering understanding and appreciation among participants.",https://fnel.arts.ubc.ca/,0,12,Canada,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",FINANCIAL AWARDS AND SUPPORT,200
Support Group,Youth Mental Health Support Groups,Health & Wellness,12-24,7-12,Foundry BC,Various BC locations,Youth aged 12-24,"Provides free and confidential mental health and wellness services, including support groups, for youth and their caregivers across BC.",https://foundrybc.ca/,7,12,Canada,Health & Wellness,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving",FREE LEARNING AND ENRICHMENT RESOURCES,201
Extracurricular,Adaptive Sports & Recreation Programs,Sports & Fitness,5-18,K-12,"Canucks Autism Network, BC Wheelchair Sports Association",Various BC locations,Open to all,"Offers sports and recreational programs tailored for individuals with autism and physical disabilities, promoting inclusivity and active lifestyles.","https://www.canucksautism.ca/, https://bcwheelchairsports.com/",0,12,Canada,Sports & Fitness,"Sports & Adventure- Sports, Outdoor Education, Adventure Programs","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",202
Workshop,Youth Entrepreneurship Programs,"Business, Entrepreneurship",12-18,7-12,"Junior Achievement British Columbia, Startup Skool","Vancouver, BC",Youth aged 12-18,"Provides programs and workshops aimed at teaching entrepreneurial skills, financial literacy, and business acumen to youth, preparing them for future endeavors.","https://jabc.ca/, https://www.startupskool.com/",7,12,Canada,Business & Entrepreneurship,"Social Sciences- Social Studies, Law, Psychology, Economics, Business",FREE LEARNING AND ENRICHMENT RESOURCES,203
Volunteer,Tree Planting and Conservation Initiatives,Environmental Science,10-18,5-12,"BC Parks Foundation, Green Bricks Education Society",Various BC locations,Open to all,"Engages youth in environmental conservation projects, including tree planting and sustainability initiatives, fostering a sense of responsibility towards nature.","https://bcparksfoundation.ca/, https://www.greenbricks.ca/",5,12,Canada,Environmental Conservation,"Environmental & Natural Sciences- Environmental Science, Ecology, Nature Studies, Agriculture/Food Science","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",204
Workshop,Digital Literacy and Technology Workshops for Youth,"Technology, Digital Media",8-18,3-12,"Public Libraries (Surrey, Burnaby, Vancouver)",Various BC locations,Open to all,"Offers workshops and programs aimed at enhancing digital literacy and technological skills among youth, preparing them for the digital age.","https://www.surreylibraries.ca/, https://www.bpl.bc.ca/, https://www.vpl.ca/",3,12,Canada,Technology & Digital Media,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",FREE LEARNING AND ENRICHMENT RESOURCES,205
Workshop,Financial Literacy Programs,Financial Literacy,9-18,4-12,Junior Achievement British Columbia (JABC),"Vancouver, BC",Open to all,"Offers programs that equip youth with financial literacy, work readiness, and entrepreneurship skills. Programs are provided free of charge and are available all year to schools, communities, and organizations.",https://jabc.org/,4,12,Canada,Financial Literacy,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,206
Workshop,Dollars with Sense,Financial Literacy,12-14,7-9,Junior Achievement British Columbia (JABC),"Vancouver, BC",Open to all,"Provides students with personal money management skills and challenges them to apply these concepts in their own lives. The program is available in-class or online and can be volunteer-led, educator-led, student self-directed, or a blend of these methods.",https://jabc.org/programs/dws/,7,9,Canada,Financial Literacy,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,207
Workshop,More than Money,Financial Literacy,9-10,4-5,Junior Achievement British Columbia (JABC),"Vancouver, BC",Open to all,"Introduces students to critical money management, including earning, saving, and spending. The program is available in-class or online and can be volunteer-led, educator-led, student self-directed, or a blend of these methods.",https://jabc.org/programs/mtm/,4,5,Canada,Financial Literacy,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,208
Workshop,JA Canada Digital Campus,Financial Literacy,8-18,3-12,Junior Achievement Canada,Canada,Open to all,"Offers free learning experiences designed for youth in grades 3-12, equipping them with financial literacy, work readiness, and entrepreneurship skills.",https://www.jacampus.org/,3,12,Canada,Financial Literacy,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,209
Volunteer,Youth Leadership Groups,"Community Engagement, Leadership",13-18,8-12,City of Surrey,"Surrey, BC",Youth aged 13-18,"Provides opportunities for youth to join leadership groups, meet new friends, and gain volunteer experience.",https://www.surrey.ca/about-surrey/youth-engagement/youth-leadership-groups,8,12,Canada,Community Service & Leadership,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",210
Volunteer,Young Leaders Council,"Community Engagement, Leadership",14-26,9-12,Province of British Columbia,British Columbia,Youth aged 14-26,"An opportunity for young British Columbians to share their expertise and lived experience with the provincial government, helping to shape government policies and services.",https://www2.gov.bc.ca/gov/content/employment-business/job-seekers-employees/youth/young-leaders-council,9,12,Canada,Community Service & Leadership,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",211
Volunteer,Community Service Programs,"Community Engagement, Leadership",15-30,10-12,Youth Leadership Society of British Columbia (YLSBC),"Coquitlam, BC",Youth aged 15-30,Provides a platform for youth who are inspired with ideas and ready to implement those by accessing community service grants.,https://www.ylsbc.org/community-service/,10,12,Canada,Community Service & Leadership,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",212
Workshop,Youth Leadership Millennium (YLM),Leadership,15-30,10-12,S.U.C.C.E.S.S.,"Vancouver, BC",Youth aged 15-30,"An 8-month program dedicated to helping young people develop personal and leadership skills, community awareness, and wellbeing through experiential learning and mentorship.",https://successbc.ca/ylm/,10,12,Canada,Leadership Development,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,213
Workshop,Youth Leadership Development,Leadership,10-18,5-12,YMCA,"Vancouver, BC",Youth aged 10-18,"A free online 12-week program providing the opportunity for youth to learn from great facilitators and a diverse group of peers, discussing important topics and becoming strong leaders in their community.",https://vancouver.pathwaysbc.ca/programs/3195,5,12,Canada,Leadership Development,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,214
Virtual Exchange Program,Global Nomads Group – Virtual Cultural Exchange Program,"Cultural Exchange, Global Citizenship",11-18,6-12,Global Nomads Group,Global,Open to Grades 6-12 students,A virtual cultural exchange program connecting students worldwide to promote global understanding.,https://gng.org/,6,12,Global,Cultural Exchange,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",FREE LEARNING AND ENRICHMENT RESOURCES,215
